Pay Period,Employee Title,Employee Code,Region,Client Session ($),Client Session Hours,Revenue ($),Billable Hours,,Pay Period,Employee Code,Ratio of Client Sessions hr to Billabla hr
8/11/2023,Behavior Technician,6222,Ohio,420.42,20.02,1027.2,20,,8/11/2023,6222,1.001
8/11/2023,Behavior Technician,6247,Sacramento,156.08,8,403.2,8,,8/11/2023,6247,1
8/11/2023,Behavior Technician,6252,Bay Area,867.56,37.72,1877.4,37.72,,8/11/2023,6252,1
8/11/2023,Associate Behavior Technician,6255,Bay Area,1222.14,49.28,2229.2,45.98,,8/11/2023,6255,1.071770335
8/11/2023,Behavior Technician,6258,Central Valley,515.24,23.42,1386,22.98,,8/11/2023,6258,1.019147084
8/11/2023,Behavior Technician,6280,Central Valley,913.22,41.51,1689.4,37.65,,8/11/2023,6280,1.10252324
8/11/2023,Behavior Technician,6282,Georgia,1424.5,64.75,3334.464,63,,8/11/2023,6282,1.027777778
8/11/2023,Behavior Technician,6290,Sacramento,361,19,396.488,7.46,,8/11/2023,6290,2.54691689
8/11/2023,Behavior Technician,6295,Central Valley,273.6,12.16,504,9,,8/11/2023,6295,1.351111111
8/11/2023,Associate Behavior Technician,6297,Sacramento,589,31,1537.2,30.82,,8/11/2023,6297,1.005840363
8/11/2023,Behavior Technician,6309,Bay Area,144,6,302.4,6,,8/11/2023,6309,1
8/11/2023,Behavior Technician,6337,Pacific Northwest,282,12,820.992,15,,8/11/2023,6337,0.8
8/11/2023,Behavior Technician,6346,Central Valley,813.99,37.86,2187.52,40.16,,8/11/2023,6346,0.942729084
8/11/2023,Behavior Technician,6365,Pacific Northwest,270,12,580.224,12,,8/11/2023,6365,1
8/11/2023,Behavior Technician,6390,Central Valley,1019.87,44.15,2809.696,44.58,,8/11/2023,6390,0.990354419
8/11/2023,Behavior Technician,6391,Central Valley,720,32,1520,31.32,,8/11/2023,6391,1.021711367
8/11/2023,Behavior Technician,6402,Central Valley,300,12,617.4,12.17,,8/11/2023,6402,0.986031224
8/11/2023,Behavior Technician,6408,Georgia,966,46,2227.136,46,,8/11/2023,6408,1
8/11/2023,Behavior Technician,6416,Central Valley,421.43,18.73,989.8,18.73,,8/11/2023,6416,1
8/11/2023,Behavior Technician,6421,Pacific Northwest,1179.52,48.58,2424.912,46.8,,8/11/2023,6421,1.038034188
8/11/2023,Behavior Technician,6431,Central Valley,366.74,16.67,910,16.49,,8/11/2023,6431,1.010915706
8/11/2023,Associate Behavior Technician,6432,Central Valley,648,27,1260,22.5,,8/11/2023,6432,1.2
8/11/2023,Associate Behavior Technician,6436,Georgia,530.4,26,1510.08,26,,8/11/2023,6436,1
8/11/2023,Behavior Technician,6452,Pacific Northwest,773.99,35.07,1666.024,35.16,,8/11/2023,6452,0.997440273
8/11/2023,Associate Behavior Technician,6453,Bay Area,578.79,23.49,1121.4,22.25,,8/11/2023,6453,1.055730337
8/11/2023,Associate Behavior Technician,6472,Bay Area,315,15,315,6.39,,8/11/2023,6472,2.34741784
8/11/2023,Behavior Technician,6482,Pacific Northwest,1014.5,40.58,2035.152,38.08,,8/11/2023,6482,1.065651261
8/11/2023,Behavior Technician,6486,Central Valley,225,10,504,10,,8/11/2023,6486,1
8/11/2023,Behavior Technician,6506,Georgia,652.26,31.06,1307.424,27,,8/11/2023,6506,1.15037037
8/11/2023,Associate Behavior Technician,6512,Sacramento,426.8,19.4,702,19.5,,8/11/2023,6512,0.994871795
8/11/2023,Behavior Technician,6527,Bay Area,1275,51,2495,53.2,,8/11/2023,6527,0.958646617
8/11/2023,Behavior Technician,6530,Pacific Northwest,414,18,1008,18,,8/11/2023,6530,1
8/11/2023,Associate Behavior Technician,6554,Sacramento,618.83,32.57,1365.2,29.32,,8/11/2023,6554,1.110845839
8/11/2023,Behavior Technician,6565,Sacramento,1034.94,44.04,1509.584,30.66,,8/11/2023,6565,1.436399217
8/11/2023,Behavior Technician,6577,Georgia,144.4,7.22,900,7.5,,8/11/2023,6577,0.962666667
8/11/2023,Behavior Technician,6580,Georgia,1327.62,63.22,2440.8,47,,8/11/2023,6580,1.345106383
8/11/2023,Behavior Technician,6584,Georgia,367.5,17.5,435.744,9,,8/11/2023,6584,1.944444444
8/11/2023,Behavior Technician,6591,Southern California,682,31,1364,31,,8/11/2023,6591,1
8/11/2023,Behavior Technician,6595,Bay Area,277.92,11.58,1656.8,27.08,,8/11/2023,6595,0.427621861
8/11/2023,Behavior Technician,6629,Ohio,756,36,2187.52,40,,8/11/2023,6629,0.9
8/11/2023,Behavior Technician,6631,Ohio,645.12,30.72,1525.2,30.75,,8/11/2023,6631,0.99902439
8/11/2023,Associate Behavior Technician,6636,Sacramento,394.25,20.75,403.2,8,,8/11/2023,6636,2.59375
8/11/2023,Behavior Technician,6639,Sacramento,1014.2,46.1,2035.776,45.56,,8/11/2023,6639,1.011852502
8/11/2023,Behavior Technician,6643,Central Valley,513.59,22.33,1335.264,24,,8/11/2023,6643,0.930416667
8/11/2023,Associate Behavior Technician,6645,Pacific Northwest,660,30,1351.088,28.64,,8/11/2023,6645,1.047486034
8/11/2023,Behavior Technician,6655,Ohio,221.55,10.55,615.24,11.25,,8/11/2023,6655,0.937777778
8/11/2023,Behavior Technician,6663,Central Valley,1125,45,2142,43.3,,8/11/2023,6663,1.03926097
8/11/2023,Behavior Technician,6667,Pacific Northwest,483.39,19.73,963.712,18.5,,8/11/2023,6667,1.066486486
8/11/2023,Behavior Technician,6698,Georgia,793.25,41.75,2034.816,42,,8/11/2023,6698,0.994047619
8/11/2023,Behavior Technician,6703,Sacramento,1428.2,71.41,3691.8,68.79,,8/11/2023,6703,1.038086931
8/11/2023,Behavior Technician,6708,Georgia,1083.5,49.25,2496.936,50.17,,8/11/2023,6708,0.981662348
8/11/2023,Behavior Technician,6716,Pacific Northwest,1148,41,2155.648,41,,8/11/2023,6716,1
8/11/2023,Behavior Technician,6762,Central Valley,1047.64,47.62,2478.4,49.56,,8/11/2023,6762,0.960855529
8/11/2023,Associate Behavior Technician,6767,Sacramento,265.05,13.95,667.8,13.49,,8/11/2023,6767,1.034099333
8/11/2023,Behavior Technician,6771,Sacramento,551.98,25.09,1285.2,25.57,,8/11/2023,6771,0.981228002
8/11/2023,Behavior Technician,6779,Bay Area,96,4,176,4,,8/11/2023,6779,1
8/11/2023,Behavior Technician,6787,Georgia,765,42.5,2230.08,42.5,,8/11/2023,6787,1
8/11/2023,Behavior Technician,6792,Southern California,320.4,16.02,1320,16.02,,8/11/2023,6792,1
8/11/2023,Associate Behavior Technician,6794,Pacific Northwest,744,31,1878.8,30.5,,8/11/2023,6794,1.016393443
8/11/2023,Behavior Technician,6796,Ohio,403,15.5,866.688,15.25,,8/11/2023,6796,1.016393443
8/11/2023,Behavior Technician,6804,Georgia,892.5,42.5,2142.912,44,,8/11/2023,6804,0.965909091
8/11/2023,Behavior Technician,6809,Sacramento,1161,46.44,2318.2,47.01,,8/11/2023,6809,0.98787492
8/11/2023,Behavior Technician,6833,Southern California,828,36,1804.8,36,,8/11/2023,6833,1
8/11/2023,Behavior Technician,6838,Georgia,654,27.25,1897.712,28.75,,8/11/2023,6838,0.947826087
8/11/2023,Behavior Technician,6841,Georgia,991.44,36.72,2100.12,41.67,,8/11/2023,6841,0.881209503
8/11/2023,Behavior Technician,6849,Southern California,832.48,37.84,1616.6,35.73,,8/11/2023,6849,1.059054016
8/11/2023,Behavior Technician,6894,Central Valley,1304.88,54.37,3024,54.43,,8/11/2023,6894,0.998897667
8/11/2023,Behavior Technician,6907,Georgia,427.14,20.34,1027.2,20,,8/11/2023,6907,1.017
8/11/2023,Associate Behavior Technician,6922,Sacramento,505.05,24.05,1112.4,23.13,,8/11/2023,6922,1.039775184
8/11/2023,Behavior Technician,6931,Pacific Northwest,564,24,1177.056,24,,8/11/2023,6931,1
8/11/2023,Behavior Technician,6941,Bay Area,318,12,604.8,12,,8/11/2023,6941,1
8/11/2023,Behavior Technician,6942,Georgia,1449.2,72.46,4736.84,77.66,,8/11/2023,6942,0.933041463
8/11/2023,Behavior Technician,6949,Bay Area,510,20,1600,20,,8/11/2023,6949,1
8/11/2023,Behavior Technician,6951,Ohio,831.6,39.6,2145.616,41.4,,8/11/2023,6951,0.956521739
8/11/2023,Behavior Technician,6962,Bay Area,224.25,9.75,491.4,9.75,,8/11/2023,6962,1
8/11/2023,Behavior Technician,6993,Pacific Northwest,391,17,837.208,17,,8/11/2023,6993,1
8/11/2023,Behavior Technician,6997,Central Valley,983.71,41.86,2323.744,41.86,,8/11/2023,6997,1
8/11/2023,Behavior Technician,6998,Georgia,76,4,314.912,6.5,,8/11/2023,6998,0.615384615
8/11/2023,Behavior Technician,7006,Sacramento,1225.4,55.7,2861.376,56.85,,8/11/2023,7006,0.979771328
8/11/2023,Behavior Technician,7009,Georgia,1052.79,55.41,3009.712,54.5,,8/11/2023,7009,1.016697248
8/11/2023,Associate Behavior Technician,7021,Central Valley,563.22,26.82,1360.8,27.4,,8/11/2023,7021,0.978832117
8/11/2023,Behavior Technician,7022,Central Valley,1023.5,44.5,3244,44.5,,8/11/2023,7022,1
8/11/2023,Behavior Technician,7023,Central Valley,1067,48.5,2581.8,48.31,,8/11/2023,7023,1.003932933
8/11/2023,Behavior Technician,7036,Bay Area,1239.6,51.65,2457,49.39,,8/11/2023,7036,1.045758251
8/11/2023,Behavior Technician,7043,Georgia,550,27.5,1331.44,27.5,,8/11/2023,7043,1
8/11/2023,Behavior Technician,7049,Pacific Northwest,1260,56,2624.536,50.96,,8/11/2023,7049,1.098901099
8/11/2023,Behavior Technician,7052,Pacific Northwest,1278.45,56.82,2786.008,55.89,,8/11/2023,7052,1.016639828
8/11/2023,Behavior Technician,7054,Ohio,252,12,681.984,12,,8/11/2023,7054,1
8/11/2023,Behavior Technician,7072,Sacramento,462,21,1046.8,21,,8/11/2023,7072,1
8/11/2023,Behavior Technician,7075,Ohio,995.82,47.42,2625.648,49.5,,8/11/2023,7075,0.957979798
8/11/2023,Associate Behavior Technician,7093,Sacramento,1264.78,57.49,3213,57.45,,8/11/2023,7093,1.000696258
8/11/2023,Associate Behavior Technician,7103,Southern California,503.01,21.87,1278.2,21.04,,8/11/2023,7103,1.039448669
8/11/2023,Behavior Technician,7104,Southern California,525,25,1124.6,25,,8/11/2023,7104,1
8/11/2023,Behavior Technician,7124,Bay Area,192.05,8.35,415.8,8.43,,8/11/2023,7124,0.990510083
8/11/2023,Behavior Technician,7132,Pacific Northwest,191.75,7.67,281.808,6,,8/11/2023,7132,1.278333333
8/11/2023,Behavior Technician,7135,Sacramento,477.85,25.15,1247.4,25.15,,8/11/2023,7135,1
8/11/2023,Behavior Technician,7142,Sacramento,917.07,43.67,1835.8,41.51,,8/11/2023,7142,1.052035654
8/11/2023,Behavior Technician,7144,Georgia,526.2,26.31,1375.44,22.5,,8/11/2023,7144,1.169333333
8/11/2023,Associate Behavior Technician,7150,Sacramento,787.55,41.45,2301.6,41,,8/11/2023,7150,1.01097561
8/11/2023,Behavior Technician,7158,Sacramento,608.74,27.67,1163.6,22.94,,8/11/2023,7158,1.206190061
8/11/2023,Behavior Technician,7159,Sacramento,771.53,34.29,1418.6,34.07,,8/11/2023,7159,1.006457294
8/11/2023,Behavior Technician,7163,Georgia,260,13,193.792,4,,8/11/2023,7163,3.25
8/11/2023,Behavior Technician,7165,Georgia,40,2,96.896,2,,8/11/2023,7165,1
8/11/2023,Associate Behavior Technician,7166,Sacramento,326.04,17.16,756,15,,8/11/2023,7166,1.144
8/11/2023,Associate Behavior Technician,7180,Bay Area,1257.69,59.89,3654,73.62,,8/11/2023,7180,0.813501766
8/11/2023,Behavior Technician,7209,Southern California,1171.85,50.95,2448.216,49.57,,8/11/2023,7209,1.027839419
8/11/2023,Associate Behavior Technician,7211,Central Valley,207,9,504,9,,8/11/2023,7211,1
8/11/2023,Associate Behavior Technician,7215,Sacramento,594.13,31.27,1351.2,18,,8/11/2023,7215,1.737222222
8/11/2023,Behavior Technician,7220,Sacramento,855.96,40.76,2470.8,40.24,,8/11/2023,7220,1.012922465
8/11/2023,Behavior Technician,7224,Sacramento,830.93,36.93,1645.2,36.28,,8/11/2023,7224,1.017916207
8/11/2023,Associate Behavior Technician,7226,Sacramento,471.24,21.42,1259.8,21.25,,8/11/2023,7226,1.008
8/11/2023,Associate Behavior Technician,7245,Sacramento,922.3,40.1,2157.712,42.16,,8/11/2023,7245,0.95113852
8/11/2023,Behavior Technician,7254,Pacific Northwest,609.5,26.5,1406.504,26.5,,8/11/2023,7254,1
8/11/2023,Associate Behavior Technician,7263,Sacramento,261.38,12.75,642.6,12.75,,8/11/2023,7263,1
8/11/2023,Associate Behavior Technician,7265,Sacramento,294.88,15.52,946.056,17.83,,8/11/2023,7265,0.870443073
8/11/2023,Behavior Technician,7279,Bay Area,992.16,41.34,2091.6,41.34,,8/11/2023,7279,1
8/11/2023,Behavior Technician,7281,Ohio,1000.44,47.64,2277.72,43.87,,8/11/2023,7281,1.085935719
8/11/2023,Behavior Technician,7288,Sacramento,117.5,5,252,5,,8/11/2023,7288,1
8/11/2023,Associate Behavior Technician,7293,Bay Area,376.32,15.68,1270.08,22.5,,8/11/2023,7293,0.696888889
8/11/2023,Associate Behavior Technician,7295,Central Valley,522.5,27.5,1199.6,21.82,,8/11/2023,7295,1.260311641
8/11/2023,Associate Behavior Technician,7299,Sacramento,774.9,37.8,2479.2,37,,8/11/2023,7299,1.021621622
8/11/2023,Behavior Technician,7307,Pacific Northwest,395.51,16.83,784.744,15.5,,8/11/2023,7307,1.085806452
8/11/2023,Behavior Technician,7309,Central Valley,714.87,30.42,1420,30.5,,8/11/2023,7309,0.997377049
8/11/2023,Associate Behavior Technician,7320,Central Valley,1242.9,55.24,2913.4,52.89,,8/11/2023,7320,1.04443184
8/11/2023,Behavior Technician,7344,Southern California,354.75,16.5,1435.56,26.25,,8/11/2023,7344,0.628571429
8/11/2023,Behavior Technician,7348,Ohio,127.05,6.05,328.128,6,,8/11/2023,7348,1.008333333
8/11/2023,Associate Behavior Technician,7351,Bay Area,189.63,9.03,390.6,7.75,,8/11/2023,7351,1.16516129
8/11/2023,Associate Behavior Technician,7356,Sacramento,616.93,32.47,1562.4,31.29,,8/11/2023,7356,1.037711729
8/11/2023,Behavior Technician,7371,Southern California,386.8,19.34,739.2,12,,8/11/2023,7371,1.611666667
8/11/2023,Behavior Technician,7373,Sacramento,1090.98,49.59,2459.4,48.07,,8/11/2023,7373,1.031620553
8/11/2023,Associate Behavior Technician,7376,Central Valley,81,4.5,1172.064,21,,8/11/2023,7376,0.214285714
8/11/2023,Behavior Technician,7383,Central Valley,358.25,14.33,877.8,14.33,,8/11/2023,7383,1
8/11/2023,Associate Behavior Technician,7417,Sacramento,334.78,17.62,509.952,16,,8/11/2023,7417,1.10125
8/11/2023,Behavior Technician,7418,Southern California,650.59,30.26,1762.4,29.32,,8/11/2023,7418,1.032060027
8/11/2023,Behavior Technician,7425,Pacific Northwest,346.5,15.75,644.496,15.75,,8/11/2023,7425,1
8/11/2023,Behavior Technician,7427,Georgia,300,15,581.376,12,,8/11/2023,7427,1.25
8/11/2023,Behavior Technician,7429,Pacific Northwest,1471.57,62.62,3473.92,67.62,,8/11/2023,7429,0.926057379
8/11/2023,Associate Behavior Technician,7442,Bay Area,643.41,23.83,1260,25,,8/11/2023,7442,0.9532
8/11/2023,Behavior Technician,7453,Georgia,790,39.5,2087.648,41.5,,8/11/2023,7453,0.951807229
8/11/2023,Behavior Technician,7476,Pacific Northwest,1463.95,63.65,3064.992,62.12,,8/11/2023,7476,1.024629749
8/11/2023,Associate Behavior Technician,7485,Pacific Northwest,41,2,116.8,2,,8/11/2023,7485,1
8/11/2023,Associate Behavior Technician,7487,Pacific Northwest,76,4,149.12,4,,8/11/2023,7487,1
8/11/2023,Behavior Technician,7490,Bay Area,811.2,31.2,1449,28.6,,8/11/2023,7490,1.090909091
8/11/2023,Behavior Technician,7492,Pacific Northwest,322,14,1011.328,20,,8/11/2023,7492,0.7
8/11/2023,Behavior Technician,7493,Pacific Northwest,375,15,766.8,15,,8/11/2023,7493,1
8/11/2023,Behavior Technician,7499,Bay Area,465.75,17.25,844.2,16.75,,8/11/2023,7499,1.029850746
8/11/2023,Behavior Technician,7500,Ohio,708.75,31.5,1722.672,31.5,,8/11/2023,7500,1
8/11/2023,Behavior Technician,7506,Southern California,360,16,924,15,,8/11/2023,7506,1.066666667
8/11/2023,Behavior Technician,7515,Southern California,488.75,21.25,1011.2,20.23,,8/11/2023,7515,1.050420168
8/11/2023,Associate Behavior Technician,7522,Sacramento,342,18,1201.2,19.66,,8/11/2023,7522,0.915564598
8/11/2023,Associate Behavior Technician,7524,Sacramento,633.36,32.48,1765.4,31.15,,8/11/2023,7524,1.042696629
8/11/2023,Behavior Technician,7529,Southern California,1246.95,55.42,2682.2,55.19,,8/11/2023,7529,1.004167422
8/11/2023,Behavior Technician,7530,Sacramento,1201.09,51.11,2646,52.66,,8/11/2023,7530,0.970565894
8/11/2023,Behavior Technician,7540,Georgia,1381.05,61.38,3221.232,66.51,,8/11/2023,7540,0.922868742
8/11/2023,Behavior Technician,7547,Ohio,790.08,32.92,1608.08,30.58,,8/11/2023,7547,1.076520602
8/11/2023,Associate Behavior Technician,7550,Sacramento,1203.67,51.22,2142,47.21,,8/11/2023,7550,1.084939631
8/11/2023,Associate Behavior Technician,7551,Pacific Northwest,483.42,23.02,1148.08,23,,8/11/2023,7551,1.000869565
8/11/2023,Behavior Technician,7555,Ohio,240,10,464,10,,8/11/2023,7555,1
8/11/2023,Behavior Technician,7556,Georgia,1260,60,3604.128,69,,8/11/2023,7556,0.869565217
8/11/2023,Associate Behavior Technician,7557,Pacific Northwest,568.35,25.26,1376.752,26.32,,8/11/2023,7557,0.959726444
8/11/2023,Behavior Technician,7561,Bay Area,378,14,705.6,14,,8/11/2023,7561,1
8/11/2023,Associate Behavior Technician,7568,Ohio,204.75,10.5,582.528,10.25,,8/11/2023,7568,1.024390244
8/11/2023,Behavior Technician,7569,Sacramento,1014.53,45.09,2034.4,48.37,,8/11/2023,7569,0.932189374
8/11/2023,Associate Behavior Technician,7575,Sacramento,71.82,3.78,304,4,,8/11/2023,7575,0.945
8/11/2023,Associate Behavior Technician,7577,Central Valley,90.2,4.51,182,3.25,,8/11/2023,7577,1.387692308
8/11/2023,Associate Behavior Technician,7581,Bay Area,430.5,20.5,671.2,9.5,,8/11/2023,7581,2.157894737
8/11/2023,Associate Behavior Technician,7592,Central Valley,359.19,18.42,994,17.71,,8/11/2023,7592,1.040090344
8/11/2023,Behavior Technician,7594,Georgia,212.23,11.17,507.712,10,,8/11/2023,7594,1.117
8/11/2023,Behavior Technician,7602,Bay Area,1398.09,48.21,2318.4,46,,8/11/2023,7602,1.048043478
8/11/2023,Associate Behavior Technician,7603,Sacramento,372.6,18.63,1084.8,18,,8/11/2023,7603,1.035
8/11/2023,Behavior Technician,7604,Bay Area,486,18,834.752,18,,8/11/2023,7604,1
8/11/2023,Behavior Technician,7611,Bay Area,1114.29,41.27,1927.8,38.97,,8/11/2023,7611,1.059019759
8/11/2023,Associate Behavior Technician,7619,Ohio,292.32,16.24,909.312,16,,8/11/2023,7619,1.015
8/11/2023,Associate Behavior Technician,7622,Sacramento,1081.4,54.07,2890.8,54.66,,8/11/2023,7622,0.989206001
8/11/2023,Behavior Technician,7630,Pacific Northwest,266.75,10.67,506.68,10.33,,8/11/2023,7630,1.032913843
8/11/2023,Associate Behavior Technician,7635,Sacramento,940.2,43.73,1448,40.48,,8/11/2023,7635,1.080286561
8/11/2023,Associate Behavior Technician,7638,Central Valley,792.49,41.71,2410.8,45.98,,8/11/2023,7638,0.907133536
8/11/2023,Associate Behavior Technician,7645,Bay Area,48,2,100.8,2,,8/11/2023,7645,1
8/11/2023,Associate Behavior Technician,7665,Sacramento,74.34,3.54,148,2.99,,8/11/2023,7665,1.183946488
8/11/2023,Behavior Technician,7694,Southern California,321.2,13.11,633.8,13.67,,8/11/2023,7694,0.959034382
8/11/2023,Behavior Technician,7700,Bay Area,283.5,10.5,529.2,10.5,,8/11/2023,7700,1
8/11/2023,Associate Behavior Technician,7712,Sacramento,1124.63,54.86,2761.8,56.82,,8/11/2023,7712,0.965505104
8/11/2023,Associate Behavior Technician,7716,Southern California,203.5,11,585.2,9.66,,8/11/2023,7716,1.138716356
8/11/2023,Associate Behavior Technician,7717,Georgia,72,4,169.568,3.5,,8/11/2023,7717,1.142857143
8/11/2023,Associate Behavior Technician,7727,Sacramento,558.4,27.92,1626.344,29,,8/11/2023,7727,0.962758621
8/11/2023,Behavior Technician,7731,Sacramento,43.7,2.3,1159,15.3,,8/11/2023,7731,0.150326797
8/11/2023,Associate Behavior Technician,7732,Central Valley,240,12,739.2,12,,8/11/2023,7732,1
8/11/2023,Associate Behavior Technician,7734,Central Valley,351,18,1008,18,,8/11/2023,7734,1
8/11/2023,Behavior Technician,7750,Pacific Northwest,452.75,18.11,693.08,15.57,,8/11/2023,7750,1.163134232
8/11/2023,Associate Behavior Technician,7764,Central Valley,332.5,17.5,966.56,17.5,,8/11/2023,7764,1
8/11/2023,Associate Behavior Technician,7774,Ohio,540,30,1534.08,30,,8/11/2023,7774,1
8/11/2023,Behavior Technician,7778,Bay Area,497,17.75,1202.4,17.26,,8/11/2023,7778,1.02838934
8/11/2023,Behavior Technician,7780,Southern California,82.88,3.25,143,3.25,,8/11/2023,7780,1
8/11/2023,Associate Behavior Technician,7781,Sacramento,121,5.5,239.4,4.68,,8/11/2023,7781,1.175213675
8/11/2023,Associate Behavior Technician,7846,Central Valley,925.17,45.13,2140.8,40.82,,8/11/2023,7846,1.105585497
8/11/2023,Associate Behavior Technician,7856,Sacramento,347.16,15.78,831.8,15.83,,8/11/2023,7856,0.99684144
8/11/2023,Associate Behavior Technician,7863,Sacramento,176.82,8.42,306.6,5.75,,8/11/2023,7863,1.464347826
8/11/2023,Associate Behavior Technician,7875,Sacramento,63.4,3.17,163.8,3.17,,8/11/2023,7875,1
8/11/2023,Associate Behavior Technician,7882,Sacramento,6,0.3,12.6,0.33,,8/11/2023,7882,0.909090909
8/11/2023,Associate Behavior Technician,7911,Southern California,172,8,512,8,,8/11/2023,7911,1
8/11/2023,Associate Behavior Technician,7953,Bay Area,304.5,14.5,730.8,14.5,,8/11/2023,7953,1
8/11/2023,Associate Behavior Technician,7956,Central Valley,126.6,6.33,352.8,6.33,,8/11/2023,7956,1
8/11/2023,Behavior Technician,7986,Bay Area,480,15,820.32,14.76,,8/11/2023,7986,1.016260163
8/25/2023,Behavior Technician,3,Bay Area,258.3,10.25,1209,20.75,,8/25/2023,3,0.493975904
8/25/2023,Behavior Technician,51,Bay Area,701,25,1260,25,,8/25/2023,51,1
8/25/2023,Behavior Technician,250,Central Valley,1341.3,63.12,3493.984,61.89,,8/25/2023,250,1.01987397
8/25/2023,Behavior Technician,308,Central Valley,277,12.66,541.8,10.83,,8/25/2023,308,1.168975069
8/25/2023,Behavior Technician,321,Central Valley,290.66,13.5,877.8,14.33,,8/25/2023,321,0.942079553
8/25/2023,Behavior Technician,375,Georgia,506.25,20.25,1447.856,20.25,,8/25/2023,375,1
8/25/2023,Behavior Technician,512,Ohio,248.05,11,617.888,11,,8/25/2023,512,1
8/25/2023,Behavior Technician,542,Central Valley,660.66,30.03,1357.6,26.41,,8/25/2023,542,1.137069292
8/25/2023,Behavior Technician,571,Georgia,1472.74,62.59,3740.648,69.81,,8/25/2023,571,0.896576422
8/25/2023,Behavior Technician,661,Central Valley,414.18,18,980.8,18,,8/25/2023,661,1
8/25/2023,Behavior Technician,685,Bay Area,165.51,6.13,516.6,10.26,,8/25/2023,685,0.597465887
8/25/2023,Behavior Technician,721,Pacific Northwest,813.1,34.6,1604.464,34,,8/25/2023,721,1.017647059
8/25/2023,Behavior Technician,763,Southern California,387,18,982.656,18,,8/25/2023,763,1
8/25/2023,Behavior Technician,797,Central Valley,541.31,24.74,1374.2,24.23,,8/25/2023,797,1.021048287
8/25/2023,Behavior Technician,815,Central Valley,485.08,22.17,886.2,16.17,,8/25/2023,815,1.371057514
8/25/2023,Behavior Technician,818,Sacramento,433.64,19.23,948,15.25,,8/25/2023,818,1.260983607
8/25/2023,Behavior Technician,843,Central Valley,868,40,1890,38.47,,8/25/2023,843,1.03977125
8/25/2023,Behavior Technician,864,Georgia,550.37,23.42,1125.672,23.25,,8/25/2023,864,1.007311828
8/25/2023,Behavior Technician,873,Central Valley,1087.24,49.42,2420.4,44.92,,8/25/2023,873,1.100178094
8/25/2023,Behavior Technician,879,Southern California,1269.36,59.04,2969.832,53.56,,8/25/2023,879,1.102315161
8/25/2023,Behavior Technician,883,Southern California,107.5,5,256,5,,8/25/2023,883,1
8/25/2023,Behavior Technician,886,Central Valley,404.27,18.63,759,17.33,,8/25/2023,886,1.075014426
8/25/2023,Behavior Technician,900,Central Valley,1008.03,46.82,2771.8,51.31,,8/25/2023,900,0.912492691
8/25/2023,Behavior Technician,903,Bay Area,540,20,913.92,20,,8/25/2023,903,1
8/25/2023,Associate Behavior Technician,912,Central Valley,154.94,8.33,387,10.83,,8/25/2023,912,0.769159741
8/25/2023,Behavior Technician,947,Georgia,1450.24,64,3100.672,64,,8/25/2023,947,1
8/25/2023,Behavior Technician,952,Central Valley,796.15,34.6,1852.672,34.33,,8/25/2023,952,1.007864841
8/25/2023,Behavior Technician,961,Central Valley,598.5,28.5,1745.8,28.75,,8/25/2023,961,0.991304348
8/25/2023,Behavior Technician,1097,Bay Area,592.01,19.29,939.2,18.5,,8/25/2023,1097,1.042702703
8/25/2023,Behavior Technician,1105,Bay Area,1059.96,30.25,1882.944,29.83,,8/25/2023,1105,1.014079785
8/25/2023,Behavior Technician,1156,Georgia,1003.3,32.25,1350.36,23.25,,8/25/2023,1156,1.387096774
8/25/2023,Behavior Technician,1158,Central Valley,343.49,12.25,600.776,11.91,,8/25/2023,1158,1.028547439
8/25/2023,Behavior Technician,1177,Sacramento,1477.74,51.96,2994.6,51.13,,8/25/2023,1177,1.016233131
8/25/2023,Behavior Technician,1183,Central Valley,1028.68,42.35,2178,40.82,,8/25/2023,1183,1.037481627
8/25/2023,Behavior Technician,1291,Bay Area,1412.45,43.5,2310.8,43.5,,8/25/2023,1291,1
8/25/2023,Behavior Technician,1327,Sacramento,568.97,22.33,1134,22.5,,8/25/2023,1327,0.992444444
8/25/2023,Behavior Technician,1388,Central Valley,979.17,38.55,1957.2,37.87,,8/25/2023,1388,1.017956166
8/25/2023,Behavior Technician,1390,Bay Area,1327.5,44.25,2384.856,42.3,,8/25/2023,1390,1.046099291
8/25/2023,Behavior Technician,1401,Central Valley,788.8,30.55,1593.2,29.14,,8/25/2023,1401,1.048387097
8/25/2023,Behavior Technician,1418,Central Valley,721.98,31.5,1466.4,28.5,,8/25/2023,1418,1.105263158
8/25/2023,Behavior Technician,1449,Bay Area,2022.48,72,3597.136,70.3,,8/25/2023,1449,1.024182077
8/25/2023,Behavior Technician,1503,Sacramento,715.35,24.34,1205.632,24,,8/25/2023,1503,1.014166667
8/25/2023,Behavior Technician,1515,Central Valley,520.38,21.92,1100.4,21.58,,8/25/2023,1515,1.015755329
8/25/2023,Behavior Technician,1516,Central Valley,1526.55,56.02,2824.2,53.16,,8/25/2023,1516,1.05379985
8/25/2023,Behavior Technician,1529,Central Valley,664.02,27.45,1605.36,27.18,,8/25/2023,1529,1.009933775
8/25/2023,Behavior Technician,1557,Central Valley,395.59,16.92,914.2,16.75,,8/25/2023,1557,1.010149254
8/25/2023,Behavior Technician,1585,Bay Area,1384.91,42.85,2091.6,41.91,,8/25/2023,1585,1.022429015
8/25/2023,Behavior Technician,1650,Southern California,913.36,32.62,1497.6,31.82,,8/25/2023,1650,1.02514142
